,question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct_flag,question_flag,accuracy
814,q884,b884,e884,a,2,34;42;183;184,1.51456E+12,167,276,0.605072464
815,q885,b885,e885,a,2,23;24;25;181;182,1.51456E+12,219,274,0.799270073
816,q886,b886,e886,b,2,36;37;181;184,-1,139,254,0.547244094
817,q887,b887,e887,c,2,44;49;183;184,1.51456E+12,759,1114,0.681328546
818,q888,b888,e888,c,2,34;35;182;181,1.51456E+12,188,395,0.475949367
819,q889,b889,e889,a,2,30;34;35;181;183,1.51456E+12,211,257,0.821011673
820,q890,b890,e890,c,2,23;24;33;182;181,1.51456E+12,260,386,0.67357513
821,q891,b891,e891,c,2,28;29;182;181,-1,163,318,0.512578616
822,q892,b892,e892,c,2,27;24;26;183;181,1.51456E+12,227,335,0.67761194
823,q894,b894,e894,b,2,24;50;182;183,1.51456E+12,173,242,0.714876033
824,q895,b895,e895,c,2,44;45;182;183,1.51456E+12,247,420,0.588095238
825,q896,b896,e896,c,2,31;32;182;183,1.51456E+12,170,238,0.714285714
826,q897,b897,e897,b,2,30;36;37;183;182,1.51456E+12,269,384,0.700520833
827,q898,b898,e898,c,2,30;31;32;181;184,1.51456E+12,159,201,0.791044776
828,q899,b899,e899,c,2,24;40;184;182,1.51456E+12,176,303,0.580858086
829,q900,b900,e900,b,2,24;43;182;184,1.51456E+12,142,207,0.685990338
830,q901,b901,e901,b,2,28;29;184;183,-1,177,209,0.846889952
831,q902,b902,e902,a,2,30;46;47;181;184,1.51456E+12,831,1134,0.732804233
832,q903,b903,e903,b,2,24;25;183;181,1.51456E+12,201,257,0.782101167
833,q904,b904,e904,c,2,24;41;182;184,1.51456E+12,169,252,0.670634921
834,q905,b905,e905,c,2,24;41;182;183,1.51456E+12,448,936,0.478632479
835,q906,b906,e906,a,2,24;26;184;182,1.51456E+12,266,474,0.561181435
836,q908,b908,e908,b,2,38;39;183;182,-1,206,350,0.588571429
837,q909,b909,e909,a,2,36;37;184;181,-1,233,367,0.634877384
838,q910,b910,e910,c,2,24;40;184;182,1.51456E+12,108,152,0.710526316
839,q911,b911,e911,a,2,24;43;182;181,1.51456E+12,238,465,0.511827957
840,q912,b912,e912,c,2,24;43;181;184,1.51456E+12,130,273,0.476190476
841,q913,b913,e913,a,2,24;40;184;183,1.51456E+12,115,140,0.821428571
842,q914,b914,e914,b,2,30;24;33;184;181,1.51456E+12,178,204,0.87254902
843,q915,b915,e915,a,2,31;42;181;183,1.51456E+12,238,414,0.574879227
844,q916,b916,e916,c,2,31;32;184;181,1.51456E+12,280,573,0.488656195
845,q917,b917,e917,a,2,44;45;181;183,-1,247,313,0.78913738
846,q918,b918,e918,c,2,27;24;48;183;184,-1,263,361,0.728531856
847,q919,b919,e919,a,2,24;43;181;183,1.51456E+12,393,566,0.69434629
848,q920,b920,e920,a,2,24;48;182;184,-1,248,361,0.686980609
849,q921,b921,e921,b,2,38;39;184;181,1.51456E+12,604,1370,0.440875912
850,q922,b922,e922,c,2,27;24;26;183;182,1.51456E+12,197,297,0.663299663
851,q923,b923,e923,b,2,31;32;182;181,1.51456E+12,169,230,0.734782609
852,q924,b924,e924,b,2,36;37;181;183,1.51456E+12,414,618,0.669902913
853,q925,b925,e925,a,2,24;50;182;183,-1,252,423,0.595744681
854,q926,b926,e926,a,2,24;40;182;181,1.51456E+12,173,258,0.670542636
855,q927,b927,e927,c,2,179;34;35;184;182,1.51456E+12,392,695,0.564028777
856,q928,b928,e928,c,2,179;34;42;183;181,-1,198,292,0.678082192
857,q929,b929,e929,b,2,24;43;182;184,1.51456E+12,181,541,0.334565619
858,q931,b931,e931,c,2,27;36;37;184;182,1.51456E+12,365,554,0.658844765
859,q932,b932,e932,b,2,24;40;184;181,-1,228,302,0.754966887
860,q935,b935,e935,c,2,179;24;50;184;183,1.57241E+12,168,226,0.743362832
861,q936,b936,e936,b,2,24;40;181;182,-1,115,164,0.701219512
862,q937,b937,e937,b,2,28;32;181;183,1.57241E+12,209,284,0.735915493
863,q938,b938,e938,a,2,36;37;182;184,-1,456,734,0.621253406
864,q939,b939,e939,b,2,24;50;183;184,1.57241E+12,148,265,0.558490566
865,q940,b940,e940,b,2,30;179;28;47;181;182,-1,458,708,0.646892655
866,q941,b941,e941,b,2,24;43;181;184,1.57241E+12,141,167,0.844311377
867,q942,b942,e942,a,2,34;42;183;184,1.57241E+12,217,369,0.588075881
868,q943,b943,e943,c,2,44;45;182;181,1.57241E+12,169,370,0.456756757
869,q944,b944,e944,c,2,24;33;181;183,-1,210,334,0.628742515
870,q945,b945,e945,a,2,23;179;24;25;182;181,-1,242,271,0.89298893
871,q946,b946,e946,b,2,36;32;182;181,-1,220,306,0.718954248
872,q947,b947,e947,b,2,27;24;40;183;181,1.57241E+12,268,368,0.72826087
873,q948,b948,e948,a,2,36;37;183;184,1.57241E+12,282,549,0.513661202
874,q949,b949,e949,a,2,38;39;182;183,1.57241E+12,325,543,0.598526703
875,q950,b950,e950,c,2,24;50;182;183,1.57241E+12,165,285,0.578947368
876,q951,b951,e951,a,2,24;40;182;183,1.57241E+12,161,231,0.696969697
877,q952,b952,e952,b,2,51;24;26;183;182,-1,931,2172,0.428637201
878,q953,b953,e953,c,2,31;32;181;184,1.57241E+12,162,262,0.618320611
879,q954,b954,e954,b,2,30;31;42;184;182,1.57241E+12,270,366,0.737704918
880,q955,b955,e955,a,2,23;24;25;182;184,1.57241E+12,351,474,0.740506329
881,q956,b956,e956,a,2,44;45;181;184,1.57241E+12,468,666,0.702702703
882,q957,b957,e957,b,2,27;36;37;184;183,1.57241E+12,308,366,0.841530055
883,q959,b959,e959,c,2,30;38;39;182;181,-1,244,324,0.75308642
884,q961,b961,e961,a,2,36;37;183;184,1.51456E+12,470,726,0.64738292
885,q963,b963,e963,c,2,24;40;183;182,1.51456E+12,240,332,0.722891566
886,q965,b965,e965,a,2,24;33;182;183,1.51456E+12,136,192,0.708333333
887,q967,b967,e967,b,2,31;32;181;182,-1,157,277,0.566787004
888,q968,b968,e968,a,2,44;45;183;184,1.51456E+12,501,942,0.531847134
889,q969,b969,e969,b,2,24;40;182;183,-1,91,106,0.858490566
890,q970,b970,e970,b,2,27;38;37;182;181,1.51456E+12,831,1294,0.642194745
891,q973,b973,e973,b,2,28;29;183;184,1.51456E+12,939,1352,0.694526627
892,q974,b974,e974,a,2,24;40;183;184,1.51456E+12,159,251,0.633466135
893,q975,b975,e975,b,2,30;34;42;182;181,-1,230,305,0.754098361
894,q976,b976,e976,a,2,31;32;183;182,1.51456E+12,170,298,0.570469799
895,q979,b979,e979,b,2,24;40;181;182,1.51456E+12,135,174,0.775862069
896,q980,b980,e980,a,2,36;37;181;182,1.51456E+12,226,339,0.666666667
897,q981,b981,e981,c,2,36;37;183;184,1.51456E+12,253,367,0.689373297
898,q982,b982,e982,c,2,24;33;183;182,1.51456E+12,231,1015,0.227586207
899,q983,b983,e983,a,2,179;31;32;183;181,1.54769E+12,204,237,0.860759494
900,q984,b984,e984,b,2,24;33;184;183,-1,472,947,0.498416051
901,q985,b985,e985,b,2,46;47;184;183,1.54769E+12,556,1006,0.552683897
902,q986,b986,e986,a,2,24;26;181;182,1.54769E+12,239,307,0.778501629
903,q987,b987,e987,a,2,27;24;40;181;183,1.54769E+12,238,310,0.767741935
904,q988,b988,e988,c,2,31;32;182;184,1.54769E+12,156,238,0.655462185
905,q989,b989,e989,a,2,24;26;183;184,1.54769E+12,116,141,0.822695035
906,q990,b990,e990,c,2,24;25;181;182,1.54769E+12,178,232,0.767241379
907,q991,b991,e991,b,2,24;40;181;184,1.54769E+12,182,266,0.684210526
908,q992,b992,e992,c,2,179;24;48;183;184,1.54769E+12,190,219,0.867579909
909,q993,b993,e993,a,2,30;38;39;182;181,-1,250,284,0.88028169
910,q994,b994,e994,c,2,24;41;181;183,1.54769E+12,260,451,0.576496674
911,q995,b995,e995,b,2,30;28;29;182;181,1.54769E+12,342,485,0.705154639
912,q996,b996,e996,b,2,27;24;41;182;181,1.54769E+12,261,427,0.611241218
913,q997,b997,e997,b,2,179;44;49;183;181,1.54769E+12,886,1418,0.624823695
914,q998,b998,e998,c,2,24;43;183;184,1.54769E+12,346,713,0.485273492
915,q999,b999,e999,a,2,36;37;182;183,-1,205,272,0.753676471
916,q1000,b1000,e1000,c,2,24;33;182;183,-1,596,1194,0.499162479
917,q1001,b1001,e1001,a,2,34;35;182;183,-1,169,238,0.710084034
918,q1002,b1002,e1002,c,2,31;32;183;182,1.54769E+12,142,275,0.516363636
919,q1003,b1003,e1003,c,2,44;45;181;182,1.54769E+12,554,1152,0.480902778
920,q1004,b1004,e1004,b,2,30;34;35;184;182,1.54769E+12,181,292,0.619863014
921,q1005,b1005,e1005,c,2,30;38;39;182;184,1.54769E+12,205,243,0.843621399
922,q1006,b1006,e1006,c,2,179;34;42;181;183,-1,167,230,0.726086957
923,q1007,b1007,e1007,c,2,34;35;184;183,-1,433,664,0.652108434
924,q1008,b1008,e1008,c,2,23;24;25;183;181,1.51456E+12,208,361,0.576177285
925,q1009,b1009,e1009,c,2,28;45;183;184,1.51456E+12,258,381,0.677165354
926,q1010,b1010,e1010,a,2,24;41;185;183,1.51456E+12,232,266,0.872180451
927,q1011,b1011,e1011,a,2,38;39;181;183,1.51456E+12,505,710,0.711267606
928,q1012,b1012,e1012,b,2,23;24;33;184;185,1.51456E+12,273,377,0.724137931
929,q1013,b1013,e1013,a,2,24;26;183;185,-1,117,133,0.879699248
930,q1014,b1014,e1014,b,2,24;40;181;185,1.51456E+12,215,285,0.754385965
931,q1015,b1015,e1015,a,2,44;45;181;185,1.51456E+12,295,396,0.744949495
932,q1016,b1016,e1016,b,2,28;29;181;185,-1,231,340,0.679411765
933,q1017,b1017,e1017,a,2,28;29;183;185,1.51456E+12,392,571,0.686514886
934,q1018,b1018,e1018,b,2,30;34;35;185;181,-1,181,233,0.776824034
935,q1019,b1019,e1019,c,2,38;39;181;183,-1,230,426,0.539906103
936,q1021,b1021,e1021,b,2,24;40;185;181,1.51456E+12,144,171,0.842105263
937,q1024,b1024,e1024,a,2,24;50;185;183,1.51456E+12,194,325,0.596923077
938,q1026,b1026,e1026,a,2,27;24;43;185;183,1.51456E+12,247,351,0.703703704
939,q1028,b1028,e1028,b,2,24;26;181;185,-1,124,172,0.720930233
940,q1029,b1029,e1029,b,2,31;32;184;181,1.51456E+12,172,310,0.55483871
941,q1030,b1030,e1030,a,2,34;35;185;184,1.51456E+12,563,1061,0.53063148
942,q1031,b1031,e1031,a,2,30;24;25;181;185,1.51456E+12,255,305,0.836065574
943,q1032,b1032,e1032,c,2,31;32;184;183,1.51456E+12,163,231,0.705627706
944,q1033,b1033,e1033,b,2,34;35;183;181,1.51456E+12,222,402,0.552238806
945,q1034,b1034,e1034,c,2,24;26;185;183,1.51456E+12,158,389,0.406169666
946,q1035,b1035,e1035,b,2,36;37;185;183,-1,227,292,0.77739726
947,q1036,b1036,e1036,b,2,30;31;32;181;185,1.51456E+12,212,296,0.716216216
948,q1037,b1037,e1037,b,2,31;32;184;183,1.51456E+12,338,817,0.41370869
949,q1038,b1038,e1038,a,2,24;41;185;181,-1,227,330,0.687878788
950,q1039,b1039,e1039,a,2,24;26;185;183,1.57241E+12,266,434,0.612903226
951,q1040,b1040,e1040,a,2,27;24;25;185;183,1.57241E+12,223,409,0.545232274
952,q1041,b1041,e1041,c,2,28;29;181;183,-1,247,491,0.50305499
953,q1042,b1042,e1042,b,2,24;33;184;185,1.57241E+12,191,268,0.712686567
954,q1043,b1043,e1043,b,2,38;39;183;185,-1,199,279,0.713261649
955,q1044,b1044,e1044,a,2,24;40;181;185,1.57241E+12,248,365,0.679452055
956,q1045,b1045,e1045,b,2,30;24;33;181;185,1.57241E+12,284,439,0.646924829
957,q1046,b1046,e1046,b,2,24;40;181;185,1.57241E+12,164,257,0.638132296
958,q1047,b1047,e1047,a,2,31;32;183;185,1.57241E+12,144,194,0.742268041
959,q1048,b1048,e1048,b,2,36;37;185;181,1.57241E+12,341,629,0.542130366
960,q1049,b1049,e1049,b,2,31;42;181;183,1.57241E+12,202,233,0.86695279
961,q1050,b1050,e1050,a,2,36;37;185;181,1.57241E+12,346,588,0.588435374
962,q1051,b1051,e1051,c,2,24;41;185;181,-1,198,323,0.613003096
963,q1052,b1052,e1052,c,2,179;38;39;183;181,-1,433,674,0.642433234
964,q1053,b1053,e1053,b,2,38;39;183;185,1.57241E+12,338,481,0.702702703
965,q1054,b1054,e1054,a,2,44;45;185;183,1.57241E+12,255,348,0.732758621
966,q1055,b1055,e1055,a,2,27;24;26;185;183,1.57241E+12,198,334,0.592814371
967,q1056,b1056,e1056,c,2,179;38;39;185;183,1.57241E+12,251,385,0.651948052
968,q1057,b1057,e1057,b,2,28;29;185;183,1.57241E+12,250,391,0.639386189
969,q1058,b1058,e1058,b,2,30;34;42;181;185,1.57241E+12,200,247,0.809716599
970,q1059,b1059,e1059,a,2,24;43;184;181,1.57241E+12,192,264,0.727272727
971,q1060,b1060,e1060,c,2,44;45;185;184,-1,208,316,0.658227848
972,q1061,b1061,e1061,c,2,34;42;181;185,1.57241E+12,228,374,0.609625668
973,q1062,b1062,e1062,c,2,24;43;184;183,-1,248,316,0.784810127
974,q1063,b1063,e1063,b,2,23;24;33;183;181,1.57241E+12,302,435,0.694252874
975,q1064,b1064,e1064,c,2,34;42;185;183,-1,181,278,0.651079137
976,q1065,b1065,e1065,c,2,30;36;37;185;183,-1,443,690,0.642028986
977,q1066,b1066,e1066,b,2,24;43;181;185,-1,254,375,0.677333333
978,q1067,b1067,e1067,a,2,28;29;184;183,1.57241E+12,213,302,0.705298013
979,q1068,b1068,e1068,a,2,23;179;28;47;183;181,1.56137E+12,384,466,0.824034335
980,q1069,b1069,e1069,b,2,31;32;184;183,1.56137E+12,389,640,0.6078125
981,q1070,b1070,e1070,c,2,30;179;34;35;182;183,1.56137E+12,340,554,0.613718412
982,q1071,b1071,e1071,c,2,24;26;181;182,-1,139,208,0.668269231
983,q1072,b1072,e1072,a,2,23;24;25;181;182,1.56137E+12,371,471,0.787685775
984,q1073,b1073,e1073,c,2,24;41;182;183,1.56137E+12,247,350,0.705714286
985,q1075,b1075,e1075,a,2,38;39;181;182,1.56137E+12,431,808,0.533415842
986,q1076,b1076,e1076,c,2,30;36;37;181;183,1.56137E+12,501,1030,0.486407767
987,q1077,b1077,e1077,b,2,24;43;183;182,1.56137E+12,166,239,0.694560669
988,q1078,b1078,e1078,c,2,28;29;182;181,1.56137E+12,212,289,0.733564014
989,q1079,b1079,e1079,b,2,27;44;45;181;183,1.56137E+12,273,316,0.863924051
990,q1080,b1080,e1080,b,2,24;40;182;181,1.56137E+12,135,156,0.865384615
991,q1081,b1081,e1081,a,2,23;24;33;182;181,1.56137E+12,357,453,0.78807947
992,q1082,b1082,e1082,c,2,24;40;183;181,-1,119,241,0.493775934
993,q1083,b1083,e1083,b,2,34;35;183;182,1.56137E+12,151,240,0.629166667
994,q1084,b1084,e1084,a,2,34;42;182;183,-1,395,865,0.456647399
995,q1085,b1085,e1085,b,2,24;43;182;183,1.56137E+12,133,187,0.711229947
996,q1086,b1086,e1086,b,2,179;36;37;182;183,1.56137E+12,373,518,0.72007722
997,q1087,b1087,e1087,a,2,34;42;183;182,-1,233,298,0.781879195
998,q1088,b1088,e1088,a,2,31;32;181;183,1.56137E+12,302,517,0.584139265
999,q1089,b1089,e1089,b,2,179;34;35;183;182,-1,256,525,0.487619048
1000,q1090,b1090,e1090,a,2,38;39;182;183,1.56137E+12,226,281,0.804270463
1001,q1091,b1091,e1091,b,2,30;24;26;181;183,1.56137E+12,171,203,0.842364532
1002,q1092,b1092,e1092,a,2,24;25;182;183,1.56137E+12,213,280,0.760714286
1003,q1093,b1093,e1093,b,2,30;24;26;183;181,1.57407E+12,168,185,0.908108108
1004,q1094,b1094,e1094,b,2,24;40;185;183,-1,255,372,0.685483871
1005,q1095,b1095,e1095,c,2,24;33;185;183,1.57407E+12,163,225,0.724444444
1006,q1096,b1096,e1096,b,2,179;28;29;181;185,-1,229,286,0.800699301
1007,q1097,b1097,e1097,b,2,179;46;39;181;183,1.57407E+12,576,790,0.729113924
1008,q1099,b1099,e1099,c,2,34;35;183;185,1.57407E+12,196,363,0.539944904
1009,q1100,b1100,e1100,c,2,31;32;181;185,-1,132,228,0.578947368
1010,q1101,b1101,e1101,b,2,27;24;26;181;185,-1,649,941,0.689691817
1011,q1102,b1102,e1102,b,2,179;31;32;183;185,1.57407E+12,288,462,0.623376623
1012,q1103,b1103,e1103,a,2,24;26;185;181,1.57407E+12,178,232,0.767241379
1013,q1104,b1104,e1104,a,2,24;43;181;183,1.57407E+12,242,464,0.521551724
1014,q1105,b1105,e1105,c,2,30;34;35;185;181,1.57407E+12,194,256,0.7578125
1015,q1106,b1106,e1106,b,2,31;32;185;181,1.57407E+12,161,233,0.690987124
1016,q1107,b1107,e1107,b,2,24;48;183;181,1.57407E+12,355,537,0.661080074
1017,q1108,b1108,e1108,a,2,36;37;183;185,-1,269,476,0.56512605
1018,q1109,b1109,e1109,a,2,31;32;185;183,1.57407E+12,344,508,0.677165354
1019,q1110,b1110,e1110,c,2,27;24;50;185;183,1.57407E+12,381,699,0.545064378
1020,q1111,b1111,e1111,a,2,179;44;49;185;183,1.57407E+12,563,729,0.772290809
1021,q1112,b1112,e1112,c,2,24;40;183;185,1.57407E+12,430,945,0.455026455
1022,q1113,b1113,e1113,a,2,24;40;181;185,1.57407E+12,173,409,0.422982885
1023,q1114,b1114,e1114,c,2,36;37;184;185,1.57407E+12,251,471,0.532908705
1024,q1115,b1115,e1115,c,2,24;50;185;184,1.57407E+12,600,1220,0.491803279
1025,q1116,b1116,e1116,a,2,179;34;42;181;185,1.57407E+12,211,237,0.890295359
1026,q1117,b1117,e1117,b,2,24;43;185;183,1.57407E+12,142,252,0.563492063
1027,q1118,b1118,e1118,a,2,31;32;183;181,1.57407E+12,162,249,0.65060241
1028,q1119,b1119,e1119,c,2,30;34;35;181;184,1.57407E+12,389,738,0.527100271
1029,q1120,b1120,e1120,c,2,31;32;185;183,1.57407E+12,180,392,0.459183673
1030,q1121,b1121,e1121,b,2,179;34;42;183;185,1.57407E+12,256,298,0.859060403
1031,q1122,b1122,e1122,b,2,31;32;183;185,1.57407E+12,263,373,0.705093834
1032,q1123,b1123,e1123,b,2,24;40;183;181,1.56863E+12,181,258,0.701550388
1033,q1124,b1124,e1124,c,2,30;34;35;182;184,1.56863E+12,232,300,0.773333333
1034,q1125,b1125,e1125,c,2,38;39;182;183,1.56863E+12,225,337,0.667655786
1035,q1126,b1126,e1126,c,2,44;45;184;182,1.56863E+12,252,451,0.558758315
1036,q1128,b1128,e1128,c,2,31;32;183;182,1.56863E+12,130,193,0.67357513
1037,q1129,b1129,e1129,c,2,24;25;184;181,-1,107,153,0.699346405
1038,q1130,b1130,e1130,a,2,38;39;184;182,1.56863E+12,273,382,0.714659686
1039,q1131,b1131,e1131,a,2,31;32;182;181,1.56863E+12,172,249,0.690763052
1040,q1132,b1132,e1132,b,2,24;43;181;184,-1,408,786,0.519083969
1041,q1133,b1133,e1133,a,2,23;24;25;181;184,1.56863E+12,212,249,0.851405622
1042,q1134,b1134,e1134,b,2,24;26;184;181,-1,164,261,0.62835249
1043,q1135,b1135,e1135,c,2,31;32;181;183,-1,78,121,0.644628099
1044,q1137,b1137,e1137,b,2,44;45;181;183,1.56863E+12,230,342,0.67251462
1045,q1138,b1138,e1138,c,2,179;31;32;183;184,1.56863E+12,177,270,0.655555556
1046,q1140,b1140,e1140,b,2,31;32;182;184,1.56863E+12,143,200,0.715
1047,q1141,b1141,e1141,a,2,31;32;184;181,-1,134,202,0.663366337
1048,q1142,b1142,e1142,b,2,24;50;183;182,-1,295,454,0.649779736
1049,q1143,b1143,e1143,c,2,36;37;182;181,1.56863E+12,186,300,0.62
1050,q1144,b1144,e1144,b,2,28;29;181;183,1.56863E+12,201,274,0.733576642
1051,q1145,b1145,e1145,a,2,24;40;182;183,1.56863E+12,171,222,0.77027027
1052,q1146,b1146,e1146,c,2,38;39;182;181,1.56863E+12,536,789,0.679340938
1053,q1147,b1147,e1147,a,2,24;26;182;181,1.56863E+12,216,272,0.794117647
1054,q1148,b1148,e1148,b,2,23;24;25;183;181,1.57241E+12,267,314,0.850318471
1055,q1149,b1149,e1149,b,2,24;48;182;184,1.57241E+12,308,416,0.740384615
1056,q1150,b1150,e1150,b,2,44;45;182;183,1.51456E+12,218,361,0.603878116
1057,q1151,b1151,e1151,a,2,24;43;184;182,1.57241E+12,151,241,0.626556017
1058,q1152,b1152,e1152,c,2,24;33;184;181,1.57241E+12,159,207,0.768115942
1059,q1153,b1153,e1153,a,2,30;24;41;183;182,-1,265,437,0.606407323
1060,q1154,b1154,e1154,b,2,28;29;184;181,1.57241E+12,232,339,0.684365782
1061,q1155,b1155,e1155,a,2,23;24;25;184;182,-1,446,581,0.767641997
1062,q1156,b1156,e1156,c,2,31;32;182;181,1.57241E+12,125,259,0.482625483
1063,q1157,b1157,e1157,a,2,24;25;184;183,-1,445,633,0.70300158
1064,q1158,b1158,e1158,a,2,27;24;40;184;181,-1,227,303,0.749174917
1065,q1159,b1159,e1159,c,2,30;44;45;181;183,1.57241E+12,435,681,0.63876652
1066,q1161,b1161,e1161,b,2,27;24;25;181;183,1.57241E+12,315,429,0.734265734
1067,q1162,b1162,e1162,a,2,38;39;183;184,-1,383,538,0.711895911
1068,q1163,b1163,e1163,b,2,30;36;37;181;183,-1,226,315,0.717460317
1069,q1164,b1164,e1164,a,2,179;24;43;182;184,-1,394,512,0.76953125
1070,q1165,b1165,e1165,c,2,44;45;184;181,-1,221,297,0.744107744
1071,q1166,b1166,e1166,b,2,34;35;183;182,-1,285,480,0.59375
1072,q1167,b1167,e1167,b,2,179;34;35;182;181,1.57241E+12,253,315,0.803174603
1073,q1168,b1168,e1168,b,2,31;32;181;183,1.57241E+12,155,192,0.807291667
1074,q1169,b1169,e1169,c,2,24;40;182;183,1.57241E+12,123,170,0.723529412
1075,q1170,b1170,e1170,a,2,28;29;182;181,1.57241E+12,336,570,0.589473684
1076,q1171,b1171,e1171,b,2,36;37;184;182,1.57241E+12,271,381,0.711286089
1077,q1172,b1172,e1172,c,2,24;40;183;181,1.57241E+12,127,219,0.579908676
1078,q1173,b1173,e1173,b,2,34;35;182;184,-1,307,380,0.807894737
1079,q1174,b1174,e1174,c,2,30;34;42;182;183,1.57241E+12,231,303,0.762376238
1080,q1175,b1175,e1175,a,2,27;34;42;184;182,-1,522,944,0.552966102
1081,q1176,b1176,e1176,c,2,28;29;184;181,1.57241E+12,214,376,0.569148936
1082,q1177,b1177,e1177,a,2,179;24;33;183;181,1.52664E+12,316,478,0.661087866
1083,q1178,b1178,e1178,c,2,24;50;182;184,1.52664E+12,167,212,0.787735849
1084,q1179,b1179,e1179,a,2,179;31;45;182;183,1.52664E+12,239,290,0.824137931
1085,q1180,b1180,e1180,c,2,179;38;39;184;182,-1,186,221,0.841628959
1086,q1181,b1181,e1181,b,2,24;43;184;181,1.52664E+12,186,228,0.815789474
1087,q1182,b1182,e1182,a,2,179;46;47;183;182,1.52664E+12,418,700,0.597142857
1088,q1183,b1183,e1183,b,2,24;40;184;181,1.52664E+12,177,301,0.588039867
1089,q1184,b1184,e1184,b,2,179;31;32;184;182,-1,235,293,0.802047782
1090,q1185,b1185,e1185,a,2,24;41;182;181,1.52664E+12,428,567,0.754850088
1091,q1186,b1186,e1186,b,2,36;37;181;184,1.52664E+12,309,519,0.595375723
1092,q1187,b1187,e1187,a,2,30;31;32;184;183,1.52664E+12,387,674,0.574183976
1093,q1188,b1188,e1188,c,2,179;44;45;184;181,1.52664E+12,213,321,0.663551402
1094,q1189,b1189,e1189,c,2,24;25;181;183,1.52664E+12,230,299,0.769230769
1095,q1190,b1190,e1190,a,2,179;31;32;184;181,1.52664E+12,320,437,0.732265446
1096,q1192,b1192,e1192,c,2,30;34;42;183;184,1.52664E+12,288,407,0.707616708
1097,q1193,b1193,e1193,b,2,51;24;33;181;183,1.52664E+12,879,1490,0.589932886
1098,q1195,b1195,e1195,c,2,31;32;184;181,1.52664E+12,369,794,0.464735516
1099,q1196,b1196,e1196,b,2,179;28;29;183;182,-1,218,257,0.848249027
1100,q1197,b1197,e1197,b,2,44;45;182;181,-1,217,313,0.693290735
1101,q1198,b1198,e1198,a,2,24;26;181;183,1.52664E+12,173,231,0.748917749
1102,q1199,b1199,e1199,a,2,36;37;182;183,-1,188,340,0.552941176
1103,q1200,b1200,e1200,c,2,34;35;182;181,1.52664E+12,184,230,0.8
1104,q1201,b1201,e1201,c,2,38;37;184;182,1.52664E+12,279,412,0.677184466
1105,q1202,b1202,e1202,a,2,24;33;183;181,1.56137E+12,173,226,0.765486726
1106,q1203,b1203,e1203,a,2,30;24;43;185;183,1.56137E+12,446,678,0.657817109
1107,q1204,b1204,e1204,c,2,24;25;185;183,1.56137E+12,209,267,0.782771536
1108,q1205,b1205,e1205,c,2,179;38;39;181;183,1.56137E+12,346,517,0.669245648
1109,q1206,b1206,e1206,c,2,24;41;184;183,1.56137E+12,220,316,0.696202532
1110,q1207,b1207,e1207,b,2,30;28;29;183;185,1.56137E+12,222,360,0.616666667
1111,q1208,b1208,e1208,a,2,179;28;29;181;185,1.56137E+12,404,752,0.537234043
1112,q1209,b1209,e1209,c,2,24;25;181;185,1.56137E+12,152,181,0.839779006
1113,q1210,b1210,e1210,b,2,27;24;26;181;185,-1,206,268,0.768656716
1114,q1211,b1211,e1211,c,2,34;42;183;185,1.56137E+12,253,385,0.657142857
1115,q1212,b1212,e1212,b,2,30;179;31;32;185;181,-1,214,238,0.899159664
1116,q1213,b1213,e1213,b,2,28;29;181;183,-1,395,505,0.782178218
1117,q1214,b1214,e1214,b,2,23;24;33;185;181,1.56137E+12,267,328,0.81402439
1118,q1215,b1215,e1215,b,2,30;24;33;185;181,1.56137E+12,197,233,0.845493562
1119,q1217,b1217,e1217,a,2,24;26;183;185,1.56137E+12,152,180,0.844444444
1120,q1218,b1218,e1218,a,2,44;45;185;183,1.56137E+12,609,983,0.619532045
1121,q1219,b1219,e1219,c,2,24;26;185;183,1.56137E+12,155,270,0.574074074
1122,q1220,b1220,e1220,a,2,34;42;185;183,-1,193,248,0.778225806
1123,q1221,b1221,e1221,b,2,31;32;185;183,1.56137E+12,159,237,0.670886076
1124,q1223,b1223,e1223,c,2,31;32;184;185,1.56137E+12,120,206,0.582524272
1125,q1224,b1224,e1224,c,2,30;34;42;185;184,-1,555,961,0.577523413
1126,q1225,b1225,e1225,c,2,44;49;181;185,1.56137E+12,475,774,0.61369509
1127,q1227,b1227,e1227,c,2,24;26;183;181,1.56137E+12,140,221,0.633484163
1128,q1228,b1228,e1228,a,2,30;36;32;185;183,1.56137E+12,223,313,0.712460064
1129,q1229,b1229,e1229,a,2,30;31;32;184;183,1.56137E+12,230,355,0.647887324
1130,q1230,b1230,e1230,b,2,31;32;181;185,1.56137E+12,251,364,0.68956044
1131,q1231,b1231,e1231,b,2,24;50;184;185,-1,220,308,0.714285714
1132,q1232,b1232,e1232,c,2,24;50;183;184,1.56289E+12,202,364,0.554945055
1133,q1233,b1233,e1233,a,2,23;179;24;33;185;183,1.56289E+12,253,297,0.851851852
1134,q1234,b1234,e1234,a,2,24;48;184;183,1.56289E+12,594,864,0.6875
1135,q1235,b1235,e1235,a,2,23;179;24;25;181;185,1.56289E+12,268,380,0.705263158
1136,q1236,b1236,e1236,b,2,24;26;184;183,1.56289E+12,215,274,0.784671533
1137,q1237,b1237,e1237,b,2,24;33;181;185,1.56289E+12,267,407,0.656019656
