,username,num_of_questions_answered,num_of_correct_answers,num_of_explanations,num_of_lectures,devicesUsed,confidence_level,payments,duration,accuracy,mixed_cols,combined_metric
1667,u19164,32,18,28,0,mobile,1,0,0,0.5625,0.0036735443580481236,0.2272041266148289
1668,u19165,825,408,887,2,mobile,277,0,0,0.49454545454545457,0.10494091716157472,0.26078273211512665
1669,u19166,11,4,3,0,mobile,0,0,0,0.36363636363636365,0.0008571603502112288,0.14596884166467222
1670,u19170,22,17,16,0,mobile,2,0,0,0.7727272727272727,0.0023265780934304784,0.31048685594696734
1671,u19174,8,2,0,0,mobile,1,0,0,0.25,0.0004898059144064164,0.10029388354864385
1672,u19175,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1673,u19176,262,175,255,24,mobile,0,0,0,0.6679389312977099,0.03312312496173391,0.2870494474961243
1674,u19177,0,0,1,0,mobile,0,0,0,,6.122573930080205e-05,
1675,u19188,4,2,0,0,mobile,0,0,0,0.5,0.0002449029572032082,0.20014694177432193
1676,u19200,204,172,227,1,mobile,107,0,0,0.8431372549019608,0.026449519377946488,0.3531246135875522
1677,u19204,87,43,76,3,web,0,1,8640000000,0.4942528735632184,0.01016347272393314,0.20379923305964726
1678,u19206,112,64,104,2,mobile,42,1,4320000000,0.5714285714285714,0.01334721116757485,0.23657975527197347
1679,u19211,3,1,3,0,Unknown,0,1,2592000000,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1680,u19212,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1681,u19216,179,148,174,1,mobile,11,0,0,0.8268156424581006,0.021673911712483927,0.34373060401073063
1682,u19229,38,20,21,0,mobile,22,0,0,0.5263157894736842,0.0036123186187473214,0.21269370696072207
1683,u19239,857,573,853,27,Unknown,27,1,15552000000,0.6686114352392065,0.10634910916549317,0.3312540395949785
1684,u19260,30,17,19,0,web,0,0,0,0.5666666666666667,0.003000061225739301,0.22846670340211025
1685,u19261,161,98,165,5,mobile,87,0,0,0.6086956521739131,0.020265719708565482,0.25563769269470454
1686,u19275,371,286,110,0,Unknown,0,1,4320000000,0.77088948787062,0.02944958060368579,0.3260255435104595
1687,u19301,31,18,25,0,mobile,2,0,0,0.5806451612903226,0.003428641400844915,0.23431524935663603
1688,u19315,18,11,12,0,mobile,0,0,0,0.6111111111111112,0.0018367721790240618,0.2455465077518589
1690,u19349,44,25,40,0,mobile,0,0,0,0.5681818181818182,0.005142962101267373,0.23035850453348772
1691,u19359,8,4,0,0,mobile,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
1692,u19360,419,301,412,7,mobile,30,0,0,0.7183770883054893,0.051307169534072126,0.318135137042639
1693,u19361,63,37,63,0,mobile,1,0,0,0.5873015873015873,0.007714443151901059,0.23954930081177558
1694,u19362,195,115,187,3,mobile,5,0,0,0.5897435897435898,0.023571909630808793,0.2500405816759212
1695,u19366,8,5,0,0,web,0,0,0,0.625,0.0004898059144064164,0.25029388354864385
1696,u19367,555,323,601,0,mobile,346,0,0,0.581981981981982,0.07077695463172717,0.27525896557182916
1697,u19370,64,44,60,5,mobile,1,1,4320000000,0.6875,0.007898120369803465,0.2797388722218821
1698,u19372,4,2,0,0,mobile,0,0,0,0.5,0.0002449029572032082,0.20014694177432193
1699,u19376,2,0,0,0,mobile,2,0,0,0.0,0.0001224514786016041,7.347088716096246e-05
1700,u19388,70,44,74,2,mobile,36,0,0,0.6285714285714286,0.0089389579379171,0.25679194619132173
1701,u19389,3,1,0,0,mobile,5,0,0,0.3333333333333333,0.00018367721790240617,0.13344353966407477
1702,u19399,53,35,54,0,mobile,3,0,0,0.660377358490566,0.00655115410518582,0.2680816358593379
1703,u19402,7,2,0,0,mobile,0,0,0,0.2857142857142857,0.0004285801751056144,0.11454286239077766
1704,u19403,7,4,0,0,mobile,4,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
1705,u19406,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1706,u19407,5,2,0,0,mobile,0,0,0,0.4,0.0003061286965040103,0.16018367721790244
1707,u19413,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1708,u19414,9,4,0,0,web,2,0,0,0.4444444444444444,0.0005510316537072186,0.17810839677000212
1709,u19428,11,3,0,0,mobile,0,1,31536000000,0.2727272727272727,0.0006734831323088226,0.10949499897029438
1710,u19429,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1711,u19467,125,77,133,1,mobile,41,0,0,0.616,0.015857466478907734,0.25591447988734467
1712,u19473,81,45,72,2,web,46,0,0,0.5555555555555556,0.009489989591624318,0.22791621597719683
1713,u1948,268,150,252,54,mobile,417,1,15552000000,0.5597014925373134,0.03514357435866038,0.24496674163012158
1714,u1949,631,384,502,66,mobile,139,1,31104000000,0.6085578446909667,0.07340966142166166,0.2874689347293837
1715,u19498,56,30,50,0,mobile,36,0,0,0.5357142857142857,0.006489928365885018,0.21817967130524532
1716,u19507,301,170,310,20,mobile,77,0,0,0.5647840531561462,0.0386334414988061,0.24909368616174216
1717,u19549,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
1718,u19558,16,10,8,0,mobile,0,0,0,0.625,0.0014694177432192494,0.25088165064593154
1719,u19559,54,40,49,0,mobile,15,1,8640000000,0.7407407407407407,0.006306251147982612,0.30008004698508584
1720,u19561,39,27,37,0,web,7,0,0,0.6923076923076923,0.004653156186860957,0.2797149706351935
1721,u19563,6,4,0,0,mobile,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
1722,u19564,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1723,u19565,76,44,74,0,mobile,0,0,0,0.5789473684210527,0.009183860895120308,0.23708926390549326
1724,u19566,8,4,0,0,web,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
1725,u19570,8,3,0,0,mobile,0,0,0,0.375,0.0004898059144064164,0.15029388354864387
1726,u19573,6,4,0,0,mobile,2,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
1727,u1958,135,52,131,1,web,6,0,0,0.3851851851851852,0.016347272393314148,0.16388243751006257
1728,u19588,5,3,0,0,mobile,0,0,0,0.6,0.0003061286965040103,0.2401836772179024
1729,u1959,80,57,67,4,mobile,0,1,4320000000,0.7125,0.00924508663442111,0.29054705198065267
1730,u19598,230,125,225,1,mobile,11,0,0,0.5434782608695652,0.02791893712116574,0.23414266662052552
1731,u1960,680,353,702,16,mobile,120,1,2592000000,0.5191176470588236,0.08559358354252128,0.2590032089490422
1732,u19602,66,35,63,1,mobile,2,1,4320000000,0.5303030303030303,0.007959346109104268,0.2168968197866747
1733,u19604,9,6,0,0,mobile,2,0,0,0.6666666666666666,0.0005510316537072186,0.26699728565889097
1734,u19610,117,68,96,0,web,35,1,6480000000,0.5811965811965812,0.013041082471070838,0.240303281961275
1735,u19611,14,9,7,0,mobile,2,0,0,0.6428571428571429,0.0012857405253168433,0.2579143014580473
1736,u19612,36,12,26,0,Unknown,0,1,2592000000,0.3333333333333333,0.0037959958366497277,0.13561093083532316
1737,u19614,6,2,0,0,web,2,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1738,u1962,1157,693,549,3,Unknown,23,1,4320000000,0.5989628349178912,0.10463478846507071,0.30236600704619887
1739,u1963,78,44,76,3,mobile,20,1,8640000000,0.5641025641025641,0.009612441070225923,0.2314084902831612
1740,u19638,8,4,1,0,mobile,0,0,0,0.5,0.0005510316537072186,0.20033061899222435
1741,u1964,311,206,199,26,web,83,1,8640000000,0.662379421221865,0.0328169962652299,0.28464196624788396
1742,u1965,20,15,13,3,Unknown,16,1,5184000000,0.75,0.0022041266148288743,0.3013224759688974
1743,u19659,7,6,0,0,mobile,0,0,0,0.8571428571428571,0.0004285801751056144,0.34311429096220625
1744,u1966,14,8,4,0,Unknown,1,1,15552000000,0.5714285714285714,0.0011020633074144371,0.22923266655587723
1745,u1967,468,271,457,51,mobile,11,1,10368000000,0.5790598290598291,0.05975632155758281,0.26747772455848134
1746,u1970,455,305,272,4,Unknown,28,3,9504000000,0.6703296703296703,0.044756015428886305,0.2949854773891999
1747,u19704,11,4,0,0,mobile,0,0,0,0.36363636363636365,0.0006734831323088226,0.14585863533393076
1748,u19705,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1749,u1971,190,127,120,2,web,87,1,15552000000,0.6684210526315789,0.01910243066185024,0.27882987944974175
1750,u1972,378,244,390,28,mobile,170,1,5184000000,0.6455026455026455,0.048735688483438434,0.28744247129112127
1751,u19739,59,35,58,0,mobile,0,0,0,0.5932203389830508,0.007163411498193841,0.24158618249213665
1752,u1974,695,528,708,41,Unknown,280,2,9504000000,0.7597122302158273,0.08840996755035817,0.3569308726165459
1753,u19748,162,85,154,2,mobile,5,1,8640000000,0.5246913580246914,0.019469785097655054,0.2215584142684696
1754,u1976,950,570,826,51,mobile,2,1,4320000000,0.6,0.11185942570256535,0.3071156554215392
1755,u19760,11,3,0,0,mobile,0,0,0,0.2727272727272727,0.0006734831323088226,0.10949499897029438
1756,u19761,22,8,18,0,mobile,13,0,0,0.36363636363636365,0.0024490295720320824,0.1469239631977647
1757,u19762,6,5,0,5,mobile,3,0,0,0.8333333333333334,0.0006734831323088226,0.33373742321271865
1758,u19764,295,216,297,2,mobile,16,0,0,0.7322033898305085,0.03636808914467642,0.3147022094190092
1759,u19766,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1760,u1977,1554,1308,1606,65,mobile,853,1,15552000000,0.8416988416988417,0.19745300924508663,0.4551513422265887
1761,u19771,38,23,31,0,web,2,0,0,0.6052631578947368,0.004224576011755342,0.24464000876494796
1762,u19773,13,8,2,0,mobile,0,0,0,0.6153846153846154,0.0009183860895120309,0.24670487780755337
1763,u19775,9,2,9,0,mobile,10,0,0,0.2222222222222222,0.0011020633074144371,0.08955012687333755
1764,u19776,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1765,u19788,6,3,0,0,web,16,0,0,0.5,0.00036735443580481234,0.2002204126614829
1766,u19799,17,11,9,0,mobile,0,0,0,0.6470588235294118,0.0015918692218208534,0.25977865094485725
1767,u198,1337,884,938,155,Unknown,809,2,11232000000,0.6611817501869858,0.148778546500949,0.35373982797536374
1768,u19818,483,368,283,6,Unknown,29,1,12960000000,0.7619047619047619,0.04726627074021919,0.3331216672060363
1769,u19819,8,7,0,0,web,2,0,0,0.875,0.0004898059144064164,0.3502938835486439
1770,u19820,6,2,0,0,web,1,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1771,u19821,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1772,u19822,7,4,2,1,mobile,0,0,0,0.5714285714285714,0.0006122573930080206,0.2289387830072334
1773,u19831,20,11,21,0,mobile,25,0,0,0.55,0.0025102553113328843,0.22150615318679975
1774,u19832,6,3,0,0,web,6,0,0,0.5,0.00036735443580481234,0.2002204126614829
1775,u19833,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1776,u19834,112,69,111,0,mobile,67,0,0,0.6160714285714286,0.01365333986407886,0.25462057534701876
1777,u19835,141,65,154,2,mobile,11,0,0,0.46099290780141844,0.01818404457233821,0.19530758986397032
1778,u19836,229,119,221,6,mobile,0,0,0,0.519650655021834,0.02791893712116574,0.22461162428143308
1779,u19837,672,524,727,10,mobile,246,1,4320000000,0.7797619047619048,0.0862670666748301,0.36366500190965995
1780,u19843,6,2,0,0,web,1,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1781,u1988,219,168,207,30,mobile,13,1,10368000000,0.7671232876712328,0.02791893712116574,0.32360067734119263
1782,u19881,499,316,505,7,mobile,206,0,0,0.6332665330661322,0.06189922243311088,0.29044614668631946
1783,u1989,321,230,271,13,Unknown,190,1,15552000000,0.7165109034267912,0.03704157227698524,0.3088293047369076
1784,u19894,31,14,21,0,mobile,13,0,0,0.45161290322580644,0.003183738443641707,0.18255540435650763
1785,u199,5,2,0,0,mobile,0,0,0,0.4,0.0003061286965040103,0.16018367721790244
1786,u19922,26,18,14,0,mobile,5,0,0,0.6923076923076923,0.0024490295720320824,0.2783924946662962
1787,u19923,7,5,0,0,mobile,0,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
1788,u19936,1503,1027,932,58,mobile,374,2,38880000000,0.6833000665335994,0.15263576807689952,0.3649014874595795
1789,u19942,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1790,u19943,8,6,0,0,web,0,0,0,0.75,0.0004898059144064164,0.3002938835486439
1791,u19947,278,146,195,6,Unknown,199,1,4320000000,0.5251798561151079,0.029327129125084186,0.22766821992109368
1792,u19950,15,11,5,0,mobile,1,0,0,0.7333333333333333,0.0012245147860160412,0.294068042204943
1793,u19952,47,25,31,2,mobile,0,0,0,0.5319148936170213,0.004898059144064165,0.215704792933247
1794,u19953,3,1,0,0,mobile,4,0,0,0.3333333333333333,0.00018367721790240617,0.13344353966407477
1795,u19954,579,365,638,84,web,913,1,8640000000,0.6303972366148531,0.07965468683034348,0.29995170674414734
1796,u19956,7,4,2,0,web,0,0,0,0.5714285714285714,0.0005510316537072186,0.2289020475636529
1797,u19968,12,6,4,0,mobile,0,0,0,0.5,0.0009796118288128328,0.2005877670972877
1798,u19978,6,1,0,0,mobile,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
1799,u19982,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1800,u19983,2,0,0,0,mobile,0,0,0,0.0,0.0001224514786016041,7.347088716096246e-05
1801,u19985,10,5,0,0,mobile,0,0,0,0.5,0.0006122573930080206,0.20036735443580483
1802,u19986,2574,1486,1415,19,Unknown,285,2,6912000000,0.5773115773115773,0.24539276311761465,0.3781602887951997
1803,u19987,101,70,96,3,mobile,4,0,0,0.693069306930693,0.012245147860160411,0.28457481148837344
1804,u19991,4,1,0,0,mobile,0,0,0,0.25,0.0002449029572032082,0.10014694177432193
1805,u19995,40,25,20,3,Unknown,11,2,12960000000,0.625,0.0038572215759505295,0.2523143329455703
1806,u19997,64,45,66,5,mobile,86,1,12960000000,0.703125,0.008265474805608278,0.28620928488336494
1807,u200,10,8,2,2,mobile,0,0,0,0.8,0.0008571603502112288,0.3205142962101268
1808,u2002,69,56,69,2,Unknown,0,1,15552000000,0.8115942028985508,0.008571603502112288,0.3297806432606877
1809,u20027,139,91,66,0,Unknown,1,1,4320000000,0.6546762589928058,0.012551276556664421,0.269401269531121
1810,u20032,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1811,u20041,3,1,0,0,mobile,0,0,0,0.3333333333333333,0.00018367721790240617,0.13344353966407477
1812,u20042,55,35,46,1,mobile,64,0,0,0.6363636363636364,0.00624502540868181,0.25829246979066367
1813,u20043,17,13,9,0,mobile,0,0,0,0.7647058823529411,0.0015918692218208534,0.306837474474269
1814,u20044,0,0,1,0,Unknown,0,1,8640000000,,6.122573930080205e-05,
1815,u20045,40,27,29,0,mobile,0,0,0,0.675,0.004224576011755342,0.2725347456070532
1816,u20051,5,2,0,0,mobile,0,0,0,0.4,0.0003061286965040103,0.16018367721790244
1817,u20052,32,17,22,0,mobile,0,0,0,0.53125,0.003306189922243311,0.214483713953346
1818,u20053,224,141,106,7,Unknown,6,1,2592000000,0.6294642857142857,0.020633074144370295,0.26416555877233644
1819,u20055,8,4,1,0,mobile,0,0,0,0.5,0.0005510316537072186,0.20033061899222435
1820,u20057,7,4,0,0,mobile,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
1821,u20069,178,119,207,16,Unknown,64,1,4320000000,0.6685393258426966,0.024551521459621625,0.28214664321285166
1822,u20078,2,1,0,0,mobile,1,0,0,0.5,0.0001224514786016041,0.200073470887161
1823,u20079,6,3,0,0,web,1,0,0,0.5,0.00036735443580481234,0.2002204126614829
1824,u20080,10,7,0,0,mobile,0,0,0,0.7,0.0006122573930080206,0.2803673544358048
1825,u20082,63,35,58,0,web,1,0,0,0.5555555555555556,0.007408314455397049,0.22666721089546046
1826,u20083,1,1,0,0,web,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
1827,u20090,540,286,563,3,Unknown,200,2,12960000000,0.5296296296296297,0.06771566766668707,0.25248125245186415
1828,u20091,74,53,68,0,mobile,24,0,0,0.7162162162162162,0.008694054980713892,0.29170291947491483
1829,u20093,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1830,u20094,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
1831,u20096,4233,3020,4393,484,Unknown,1806,1,15552000000,0.7134420033073471,0.5577664850303068,0.6200366923411229
1832,u20097,161,78,152,0,mobile,0,0,0,0.484472049689441,0.019163656401151044,0.20528701371646704
1833,u20108,14,8,9,0,mobile,2,0,0,0.5714285714285714,0.0014081920039184473,0.22941634377377965
1834,u20109,46,23,43,0,mobile,5,0,0,0.5,0.005449090797771383,0.20326945447866285
1835,u20121,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1836,u20122,1093,747,1120,1,mobile,287,1,4320000000,0.6834400731930467,0.13555378681197575,0.3547083013644041
1837,u20123,25,15,20,0,mobile,0,0,0,0.6,0.0027551582685360924,0.24165309496112164
1838,u20124,6,2,0,0,web,1,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1839,u20126,46,30,59,0,mobile,68,0,0,0.6521739130434783,0.006428702626584216,0.26472678679334183
1840,u20127,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
1841,u20131,412,233,408,8,mobile,179,2,24192000000,0.5655339805825242,0.05069491214106411,0.2566305395176482
1842,u20136,190,93,138,1,Unknown,24,1,6480000000,0.48947368421052634,0.020143268229963877,0.20787543462218885
1843,u20152,10,4,0,0,web,0,0,0,0.4,0.0006122573930080206,0.16036735443580485
1844,u20153,8,4,0,0,mobile,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
1845,u2016,62,43,52,0,web,181,0,0,0.6935483870967742,0.006979734280291435,0.28160719540688456
1846,u20184,9,6,0,0,web,0,0,0,0.6666666666666666,0.0005510316537072186,0.26699728565889097
1847,u20185,42,24,42,2,Unknown,0,3,24192000000,0.5714285714285714,0.005265413579868977,0.23173067671934994
1848,u202,548,330,542,14,mobile,0,0,0,0.6021897810218978,0.06759321618808548,0.28143184212161043
1849,u20219,77,52,73,1,mobile,29,1,4320000000,0.6753246753246753,0.00924508663442111,0.2756769221105228
1850,u20241,37,22,35,0,mobile,38,0,0,0.5945945945945946,0.0044082532296577485,0.2404827897756325
1851,u20242,672,401,673,18,mobile,63,0,0,0.5967261904761905,0.08345068266699321,0.2887608857906721
1852,u20244,7,2,0,0,mobile,0,0,0,0.2857142857142857,0.0004285801751056144,0.11454286239077766
1853,u20245,468,253,303,0,web,140,1,4320000000,0.5405982905982906,0.047205045000918384,0.24456234323986728
1854,u20246,22,14,20,0,mobile,0,0,0,0.6363636363636364,0.0025714810506336865,0.2560883431758348
1855,u20247,300,186,297,6,mobile,20,0,0,0.62,0.036919120798383644,0.2701514724790302
1856,u20250,25,10,7,0,mobile,7,0,0,0.4,0.0019592236576256657,0.16117553419457542
1857,u20251,6,1,0,0,mobile,7,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
1858,u20253,75,51,69,0,mobile,61,0,0,0.68,0.008816506459315497,0.2772899038755893
1859,u20254,10,6,1,0,mobile,0,0,0,0.6,0.0006734831323088226,0.24040408987938527
1860,u20256,67,19,59,0,mobile,9,0,0,0.2835820895522388,0.007714443151901059,0.11806150171203617
1861,u20268,1,1,0,0,mobile,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
1862,u20278,5,2,0,0,mobile,0,0,0,0.4,0.0003061286965040103,0.16018367721790244
1863,u20279,107,51,106,4,mobile,1,1,4320000000,0.4766355140186916,0.013285985428274047,0.19862579686444107
1864,u20280,65,32,55,1,mobile,33,0,0,0.49230769230769234,0.007408314455397049,0.20136806559631518
1865,u20281,10,6,0,0,web,31,0,0,0.6,0.0006122573930080206,0.24036735443580481
1866,u20283,106,73,113,1,mobile,35,0,0,0.6886792452830188,0.013469662646176453,0.2835534957009134
1867,u20285,59,39,59,1,mobile,42,0,0,0.6610169491525424,0.007285862976795445,0.2687782974470942
1868,u20286,18,11,20,0,mobile,48,0,0,0.6111111111111112,0.0023265780934304784,0.24584039130050275
1869,u20290,38,28,34,0,mobile,19,0,0,0.7368421052631579,0.0044082532296577485,0.29738179404305776
1870,u20291,27,21,25,1,mobile,0,0,0,0.7777777777777778,0.003244964182942509,0.3130580896208766
1871,u20292,25,12,20,0,mobile,2,0,0,0.48,0.0027551582685360924,0.19365309496112165
1872,u20294,14,6,0,0,mobile,0,0,0,0.42857142857142855,0.0008571603502112288,0.17194286763869818
1873,u20297,27,19,19,0,web,0,0,0,0.7037037037037037,0.0028163840078368947,0.28317131188618366
1874,u203,1820,1505,1061,200,Unknown,96,1,15552000000,0.8269230769230769,0.18863650278577113,0.4439511324406934
1875,u20319,3,0,0,0,web,0,0,0,0.0,0.00018367721790240617,0.0001102063307414437
1876,u20322,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
1877,u20323,623,433,694,5,Unknown,375,2,19008000000,0.695024077046549,0.08094042735566032,0.3265738872320158
1878,u20324,345,189,361,0,mobile,66,0,0,0.5478260869565217,0.043225371946366255,0.24506565795042845
1879,u20326,20,13,20,1,web,0,0,0,0.65,0.0025102553113328843,0.26150615318679976
1880,u20332,5,2,0,0,mobile,0,0,0,0.4,0.0003061286965040103,0.16018367721790244
1881,u20334,9,3,0,0,web,0,0,0,0.3333333333333333,0.0005510316537072186,0.13366395232555767
1882,u20335,10,5,0,0,web,0,0,0,0.5,0.0006122573930080206,0.20036735443580483
1883,u20378,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
1884,u20379,12,8,9,0,mobile,0,0,0,0.6666666666666666,0.0012857405253168433,0.26743811098185677
1885,u20387,2,1,0,0,mobile,0,0,0,0.5,0.0001224514786016041,0.200073470887161
1886,u20393,50,32,51,0,mobile,0,0,0,0.64,0.0061837996693810075,0.2597102798016286
1887,u204,1952,1411,1892,9,web,556,1,5184000000,0.7228483606557377,0.23590277352599032,0.43068100837788925
1888,u20441,9,4,0,0,mobile,0,0,0,0.4444444444444444,0.0005510316537072186,0.17810839677000212
1889,u20442,9,4,0,0,mobile,0,0,0,0.4444444444444444,0.0005510316537072186,0.17810839677000212
1890,u20445,931,595,958,8,mobile,354,0,0,0.6390977443609023,0.1161452274536215,0.32532623421653384
1891,u20451,17,11,15,3,mobile,0,1,8640000000,0.6470588235294118,0.002142900875528072,0.26010926993708156
1892,u20452,9,3,0,0,web,0,0,0,0.3333333333333333,0.0005510316537072186,0.13366395232555767
1893,u20456,9,6,0,0,mobile,1,0,0,0.6666666666666666,0.0005510316537072186,0.26699728565889097
1894,u20469,113,74,111,1,mobile,0,0,0,0.6548672566371682,0.013775791342680463,0.27021237746047555
1895,u20478,7,4,0,0,mobile,3,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
1896,u2048,679,246,389,14,Unknown,146,1,8640000000,0.36229749631811486,0.06624624992346782,0.18466674848132666
1897,u20482,159,92,150,4,mobile,1,1,15552000000,0.5786163522012578,0.019163656401151044,0.24294473472119377
1898,u20483,1,0,0,0,web,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
1899,u20484,651,428,714,35,mobile,30,2,12960000000,0.6574500768049155,0.08571603502112288,0.31440965173463997
1900,u2049,679,429,773,46,Unknown,577,1,8640000000,0.6318114874815906,0.09171615747260148,0.3077542894761971
1901,u20491,112,76,150,1,Unknown,61,1,2592000000,0.6785714285714286,0.01610236943611094,0.281089993090238
1902,u20492,48,30,41,0,mobile,0,0,0,0.625,0.005449090797771383,0.25326945447866284
1903,u20494,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
1904,u20495,6,1,0,0,mobile,1,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
1905,u20497,7,3,0,0,mobile,0,0,0,0.42857142857142855,0.0004285801751056144,0.1716857195336348
1906,u205,298,170,307,11,mobile,238,0,0,0.5704697986577181,0.03771505540929407,0.25081695270866367
1907,u20518,211,154,243,0,mobile,94,0,0,0.7298578199052133,0.027796485642564133,0.3086210193476238
1908,u20520,37,26,31,0,mobile,5,0,0,0.7027027027027027,0.0041633502724545395,0.2835790912445538
1909,u2058,202,138,109,6,Unknown,136,1,5184000000,0.6831683168316832,0.01940855935835425,0.28491246234768586
1910,u2059,171,119,185,3,mobile,57,0,0,0.695906432748538,0.02198004040898794,0.291550597344808
1911,u206,10,4,2,0,mobile,0,0,0,0.4,0.0007347088716096247,0.1604408253229658
1912,u2060,20,12,11,2,mobile,1,0,0,0.6,0.002020449396926468,0.24121226963815587
1913,u2061,13,7,10,1,mobile,0,1,8640000000,0.5384615384615384,0.0014694177432192494,0.21626626603054694
1914,u2062,690,386,714,35,Unknown,268,2,17280000000,0.5594202898550724,0.08810383885385416,0.27663041925434145
1915,u206265,111,69,27,4,Unknown,28,1,6480000000,0.6216216216216216,0.008694054980713892,0.253865081637077
1916,u206267,927,630,966,45,mobile,152,0,0,0.6796116504854369,0.11865548276495438,0.34303794985314745
1917,u2063,198,98,201,40,Unknown,23,1,4320000000,0.494949494949495,0.026878099553052103,0.21410665771162926
1918,u2064,81,47,71,4,mobile,0,1,2592000000,0.5802469135802469,0.00955121533092512,0.23782949463065386
1919,u2065,424,273,427,10,Unknown,381,1,2592000000,0.6438679245283019,0.05271536153799057,0.2891763867341151
1920,u2066,14,11,28,0,mobile,22,0,0,0.7857142857142857,0.0025714810506336865,0.3158286029160945
1921,u2067,419,224,336,14,mobile,3,1,4320000000,0.5346062052505967,0.04708259352231678,0.24209203821362874
1922,u2070,670,412,572,58,mobile,23,1,31104000000,0.6149253731343284,0.07959346109104268,0.29372622590835695
1923,u2071,178,109,175,8,Unknown,3,1,8640000000,0.6123595505617978,0.022102491887589542,0.25820531535727287
1924,u2072,69,50,63,2,mobile,33,1,4320000000,0.7246376811594203,0.008204249066307475,0.2947776219035526
1925,u2073,238,85,202,10,Unknown,7,2,6912000000,0.35714285714285715,0.027551582685360926,0.15938809246835944
1926,u2074,236,155,223,8,Unknown,132,1,2592000000,0.6567796610169492,0.02859242025347456,0.27986731655886443
1927,u2075,252,152,306,2,Unknown,82,1,2592000000,0.6031746031746031,0.03428641400844915,0.2618416896749108
1928,u2077,7,3,2,0,Unknown,3,1,2592000000,0.42857142857142855,0.0005510316537072186,0.17175919042079577
1929,u2088,385,231,379,13,Unknown,1,3,26784000000,0.6,0.0475723994367232,0.2685434396620339
1930,u2089,103,72,192,3,Unknown,49,2,24192000000,0.6990291262135923,0.018245270311639014,0.2905588126724203
1931,u2098,624,360,631,35,mobile,214,1,8640000000,0.5769230769230769,0.07898120369803466,0.27815795298805157
1932,u2099,137,81,131,9,mobile,101,1,5184000000,0.5912408759124088,0.01695952978632217,0.24667206823675683
1933,u210,9,4,5,8,mobile,38,0,0,0.4444444444444444,0.0013469662646176453,0.17858595753654838
1934,u2100,155,123,150,0,Unknown,26,1,2592000000,0.7935483870967742,0.018673850486744626,0.32862366513075647
1935,u2101,762,484,426,44,web,911,4,13824000000,0.6351706036745407,0.07543011081858814,0.29932630796096915
